TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,NPOLICY,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,,0,36,2,8,45034,Yes,175140,No,M,d_High School,Manager,5,Private,14160,7,1,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
0,,0,51,0,16,17398,No,165641,Yes,M,c_Bachelors,Professional,28,Private,23720,7,4,Minivan,no,0,0,No,0,14,Highly Urban/ Urban
0,,0,36,1,12,25081,No,119233,Yes,M,e_No_High School,Clerical,66,Private,7610,1,1,Pickup,no,7054,1,No,0,,Highly Rural/ Rural
1,4813,0,37,0,11,22632,No,142769,No,F,e_No_High School,Blue Collar,56,Private,19970,13,2,Pickup,no,0,0,Yes,1,7,Highly Urban/ Urban
0,,0,45,2,15,20653,No,140294,Yes,F,e_No_High School,Clerical,24,Private,20380,6,3,SUV,no,572,3,No,0,6,Highly Urban/ Urban
0,,0,36,0,11,100788,No,300113,Yes,F,b_Masters,,18,Commercial,36970,9,3,Panel Truck,no,0,0,No,6,18,Highly Urban/ Urban
1,6203,0,50,0,0,0,No,0,Yes,F,e_No_High School,Student,27,Private,1500,1,2,Sports Car,no,10709,3,No,6,7,Highly Urban/ Urban
0,,0,50,0,11,16666,No,184536,Yes,F,e_No_High School,Clerical,18,Private,8170,6,2,SUV,no,7411,2,No,6,1,Highly Urban/ Urban
0,,3,45,3,6,39315,No,140422,Yes,F,c_Bachelors,Manager,27,Commercial,28870,1,3,Pickup,no,4792,1,No,3,3,Highly Urban/ Urban
0,,0,38,3,16,16596,No,86339,Yes,F,e_No_High School,Clerical,47,Private,7120,13,1,Sports Car,no,0,0,No,0,,Highly Rural/ Rural
0,,0,44,2,14,23683,No,118863,Yes,F,d_High School,Clerical,88,Private,8270,4,2,SUV,no,0,0,Yes,1,1,Highly Rural/ Rural
1,6836,0,51,0,0,0,No,0,No,F,e_No_High School,Student,23,Private,6600,1,1,SUV,no,27503,4,Yes,1,1,Highly Urban/ Urban
0,,0,44,0,6,35210,No,140238,No,M,e_No_High School,Clerical,16,Commercial,10380,6,2,Pickup,no,2116,2,No,0,6,Highly Urban/ Urban
1,7939,0,35,0,8,20950,No,129612,No,F,d_High School,Clerical,38,Private,7960,7,2,Sports Car,no,5002,1,No,0,1,Highly Urban/ Urban
0,,0,44,0,10,34358,No,0,No,F,d_High School,Blue Collar,36,Commercial,13930,6,1,Sports Car,no,0,0,No,1,8,Highly Rural/ Rural
1,4246,1,40,2,11,85273,Yes,257283,No,F,b_Masters,Lawyer,55,Private,19070,13,1,SUV,no,2907,2,No,5,15,Highly Urban/ Urban
0,,0,55,0,14,72337,No,210378,Yes,M,a_PhD,Manager,28,Commercial,27130,1,2,Panel Truck,no,4957,3,No,0,11,Highly Urban/ Urban
0,,0,34,1,11,4273,No,0,Yes,F,e_No_High School,Student,20,Private,5330,6,2,SUV,no,2596,2,No,0,4,Highly Urban/ Urban
0,,0,44,0,5,49604,No,175392,Yes,M,d_High School,Blue Collar,22,Private,6640,19,1,Pickup,no,0,0,No,1,6,Highly Urban/ Urban
0,,0,45,2,,89479,No,239934,Yes,M,c_Bachelors,Manager,30,Private,14950,10,1,Minivan,yes,0,0,No,0,8,Highly Urban/ Urban
0,,0,41,1,11,36445,No,190650,Yes,M,d_High School,Clerical,23,Private,9200,6,2,Minivan,yes,8518,3,No,1,1,Highly Urban/ Urban
0,,0,53,0,12,45432,No,182320,Yes,M,c_Bachelors,Clerical,27,Private,14560,1,3,Minivan,no,5465,1,No,4,16,Highly Urban/ Urban
0,,0,42,2,13,31988,Yes,0,No,F,d_High School,Clerical,59,Private,1500,10,2,SUV,no,0,0,Yes,1,1,Highly Rural/ Rural
0,,0,41,0,11,98960,No,283545,No,M,c_Bachelors,Professional,32,Commercial,11400,7,1,Pickup,yes,0,0,No,0,13,Highly Urban/ Urban
1,5261,0,48,0,12,13023,No,154122,Yes,F,e_No_High School,Clerical,37,Private,9550,1,1,Sports Car,no,7000,1,No,1,8,Highly Urban/ Urban
0,,3,37,3,9,6857,Yes,86075,No,F,d_High School,Home Maker,35,Private,6480,4,3,SUV,no,4503,1,No,0,7,Highly Rural/ Rural
0,,0,50,0,10,367030,No,885282,Yes,M,a_PhD,Doctor,29,Private,65970,1,1,Minivan,yes,0,0,No,0,9,Highly Urban/ Urban
0,,0,35,0,12,67702,No,181552,Yes,M,c_Bachelors,Blue Collar,11,Commercial,11770,1,1,Pickup,no,48743,3,Yes,6,9,Highly Urban/ Urban
0,,0,62,0,11,34580,No,195895,Yes,F,b_Masters,Lawyer,12,Private,20880,1,3,Minivan,no,6200,1,No,3,12,Highly Rural/ Rural
1,1511,0,60,0,15,8585,No,114615,Yes,F,c_Bachelors,Professional,52,Commercial,24900,6,2,Pickup,no,2033,4,No,1,11,Highly Urban/ Urban
0,,0,53,0,12,106830,No,0,No,M,c_Bachelors,Manager,28,Private,17480,13,1,Minivan,yes,0,0,No,0,7,Highly Urban/ Urban
1,1710,0,48,0,0,0,No,0,Yes,M,d_High School,Student,30,Commercial,10940,1,1,Pickup,yes,0,0,No,0,12,Highly Rural/ Rural
0,,0,33,0,11,,No,122916,No,F,d_High School,Home Maker,47,Private,12400,20,5,Minivan,no,5531,2,No,6,1,Highly Rural/ Rural
0,,0,54,0,12,157057,No,0,No,F,b_Masters,Manager,21,Private,23440,1,2,Minivan,no,0,0,No,0,13,Highly Urban/ Urban
0,,0,38,0,10,142002,No,345671,Yes,M,c_Bachelors,Manager,33,Commercial,27750,4,2,Panel Truck,yes,0,0,No,2,12,Highly Urban/ Urban
0,,0,53,0,11,70026,No,0,No,F,b_Masters,Lawyer,39,Private,18780,10,1,Pickup,no,0,0,No,0,11,Highly Urban/ Urban
0,,0,53,0,14,103536,No,,No,M,c_Bachelors,Manager,33,Private,17150,15,1,Van,yes,0,0,No,0,12,Highly Urban/ Urban
1,2186,0,35,0,12,58310,No,0,No,M,d_High School,Blue Collar,33,Private,8470,1,1,Pickup,no,0,0,No,2,1,Highly Urban/ Urban
0,,0,45,0,12,62884,No,,No,M,b_Masters,Lawyer,45,Private,7790,6,1,Pickup,no,0,0,No,2,17,Highly Urban/ Urban
1,1815,0,41,0,12,92185,No,289370,Yes,M,d_High School,Professional,24,Private,1500,11,1,Minivan,yes,0,0,No,0,10,Highly Urban/ Urban
0,,0,43,2,13,181818,No,412672,Yes,M,c_Bachelors,Manager,19,Private,19680,1,2,Van,yes,0,0,No,0,9,Highly Urban/ Urban
0,,0,39,0,13,36241,No,167608,Yes,M,c_Bachelors,Manager,23,Private,9780,4,3,Pickup,yes,4253,2,No,0,1,Highly Urban/ Urban
1,9540,0,54,0,14,80227,No,247045,Yes,F,b_Masters,Professional,23,Private,14920,1,2,SUV,no,0,0,No,2,11,Highly Urban/ Urban
0,,0,52,0,14,52829,No,192969,Yes,M,c_Bachelors,Clerical,41,Private,14720,17,2,Minivan,yes,0,0,No,1,13,Highly Urban/ Urban
0,,1,44,2,17,204668,Yes,0,No,M,b_Masters,,32,Private,34650,16,2,Minivan,yes,14010,2,No,0,,Highly Urban/ Urban
0,,0,52,0,13,99251,No,275991,Yes,F,b_Masters,Lawyer,35,Private,35570,10,1,Van,no,0,0,No,1,10,Highly Urban/ Urban
0,,0,55,0,0,0,No,135832,Yes,F,d_High School,Student,5,Private,22040,10,1,Pickup,no,3707,2,No,0,1,Highly Urban/ Urban
0,,0,48,0,8,73502,No,210563,Yes,F,c_Bachelors,Professional,25,Private,11720,13,2,SUV,no,0,0,No,0,9,Highly Urban/ Urban
0,,0,55,0,13,,No,232836,Yes,F,c_Bachelors,Clerical,61,Private,22140,17,4,SUV,no,0,0,No,0,5,Highly Urban/ Urban
0,,0,21,1,12,360,Yes,0,No,M,d_High School,Student,65,Commercial,5250,10,3,Pickup,yes,36775,2,No,0,8,Highly Rural/ Rural
0,,0,51,0,10,18205,No,0,No,M,c_Bachelors,Student,23,Commercial,8420,10,1,Pickup,yes,0,0,No,0,7,Highly Urban/ Urban
0,,0,27,0,13,98136,No,247369,Yes,F,b_Masters,Professional,32,Private,16440,11,2,Minivan,no,0,0,No,0,13,Highly Urban/ Urban
0,,0,47,0,10,36229,No,148633,No,F,d_High School,Clerical,48,Private,5120,6,1,SUV,no,0,0,Yes,0,1,Highly Rural/ Rural
0,,0,50,0,7,26630,No,,No,M,d_High School,Manager,47,Private,17290,6,2,Minivan,no,0,0,No,0,6,Highly Urban/ Urban
0,,0,32,4,0,0,No,70053,Yes,F,e_No_High School,Home Maker,16,Private,24100,1,1,Sports Car,no,4980,2,No,3,1,Highly Urban/ Urban
0,,0,42,2,0,0,No,0,Yes,F,e_No_High School,Student,32,Private,5700,6,1,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,45,3,18,77865,No,209526,Yes,F,e_No_High School,Blue Collar,14,Private,27170,7,4,Minivan,no,0,0,No,1,7,Highly Urban/ Urban
0,,0,51,0,14,74713,No,0,No,F,d_High School,Professional,5,Private,6600,11,1,Sports Car,no,0,0,No,0,12,Highly Rural/ Rural
1,19352,0,57,0,8,81767,No,308350,Yes,F,d_High School,Blue Collar,30,Commercial,19820,1,2,SUV,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,51,0,12,170537,No,444387,Yes,F,a_PhD,Manager,35,Private,15000,4,2,Sports Car,no,0,0,No,1,14,Highly Urban/ Urban
1,465,0,47,0,15,91221,No,263877,Yes,F,c_Bachelors,Blue Collar,31,Commercial,1500,4,2,Sports Car,no,5385,2,No,2,7,Highly Urban/ Urban
0,,0,57,0,5,67997,No,263804,Yes,M,c_Bachelors,Manager,56,Private,18280,1,2,Van,yes,0,0,No,0,7,Highly Urban/ Urban
1,4278,0,64,0,14,45110,No,178514,Yes,M,c_Bachelors,Blue Collar,22,Commercial,14860,1,1,SUV,no,0,0,No,0,9,Highly Urban/ Urban
0,,0,55,0,13,145860,No,410029,Yes,M,b_Masters,Manager,18,Commercial,40420,1,1,Panel Truck,no,0,0,No,0,17,Highly Urban/ Urban
0,,0,49,0,13,12194,No,102719,Yes,F,c_Bachelors,Home Maker,25,Private,12120,1,1,SUV,no,0,0,No,0,11,Highly Rural/ Rural
0,,0,45,0,9,63432,No,218922,No,F,c_Bachelors,Blue Collar,47,Commercial,12340,6,2,SUV,no,1201,3,No,6,15,Highly Urban/ Urban
0,,0,46,0,12,91319,No,277559,No,M,c_Bachelors,Professional,47,Private,28460,11,1,Minivan,yes,0,0,No,0,6,Highly Rural/ Rural
1,2772,0,31,1,14,86794,Yes,0,No,F,c_Bachelors,Blue Collar,55,Commercial,19910,4,1,SUV,no,4156,1,Yes,2,8,Highly Urban/ Urban
0,,0,27,3,13,26012,No,128197,Yes,F,d_High School,Clerical,5,Private,19250,6,1,SUV,no,0,0,No,2,5,Highly Urban/ Urban
1,4034,0,46,0,10,88632,No,258636,Yes,F,d_High School,Blue Collar,34,Commercial,15670,3,2,Sports Car,no,7864,3,No,2,9,Highly Urban/ Urban
0,,0,59,0,7,150956,No,386522,No,F,a_PhD,Doctor,9,Private,22500,1,5,Minivan,no,0,0,No,0,11,Highly Urban/ Urban
1,5063,0,63,0,0,0,No,111129,Yes,F,a_PhD,Home Maker,33,Private,24020,1,4,SUV,no,0,0,No,0,15,Highly Urban/ Urban
0,,0,34,4,14,59828,Yes,0,No,F,c_Bachelors,Blue Collar,56,Commercial,10880,10,1,SUV,no,0,0,No,0,13,Highly Urban/ Urban
0,,0,44,0,12,92673,No,294311,Yes,M,b_Masters,,20,Commercial,11020,10,1,Pickup,no,0,0,No,2,14,Highly Urban/ Urban
1,5867,0,33,2,0,0,No,0,Yes,F,d_High School,Home Maker,32,Private,5430,6,1,SUV,no,0,0,Yes,3,9,Highly Urban/ Urban
0,,0,35,1,12,33621,No,173611,Yes,F,d_High School,Clerical,52,Private,20890,11,4,Minivan,no,0,0,No,0,6,Highly Rural/ Rural
0,,0,34,1,13,11513,Yes,0,No,F,e_No_High School,Clerical,37,Private,6050,1,1,SUV,no,0,0,No,1,1,Highly Rural/ Rural
1,3365,0,60,1,13,144202,Yes,0,No,M,c_Bachelors,Professional,50,Private,21970,6,1,Van,yes,40682,1,No,6,,Highly Urban/ Urban
0,,0,46,0,11,57456,No,207400,Yes,M,c_Bachelors,Manager,32,Private,12520,6,2,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
0,,0,51,0,15,7601,No,99968,Yes,F,d_High School,Home Maker,37,Private,27680,1,2,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,53,0,14,138550,No,398559,Yes,M,a_PhD,Doctor,24,Private,20660,9,2,Van,yes,0,0,No,0,14,Highly Urban/ Urban
0,,0,49,0,11,23711,No,0,No,F,d_High School,Clerical,25,Private,8770,7,1,Sports Car,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,44,1,11,48374,No,,Yes,M,d_High School,Blue Collar,48,Commercial,10740,4,2,Pickup,no,0,0,Yes,0,8,Highly Urban/ Urban
0,,0,30,2,12,56253,No,142627,Yes,M,c_Bachelors,Professional,9,Commercial,6600,10,3,Pickup,yes,2986,1,No,5,13,Highly Urban/ Urban
0,,0,37,0,11,24933,No,112656,Yes,M,d_High School,Clerical,29,Private,14380,1,1,Minivan,no,5095,2,No,0,1,Highly Urban/ Urban
0,,2,45,3,14,36912,Yes,0,No,F,c_Bachelors,Clerical,60,Private,6550,12,3,SUV,no,3791,1,No,7,12,Highly Urban/ Urban
1,7407,0,45,0,10,57627,No,0,No,F,d_High School,Blue Collar,24,Commercial,6000,3,1,SUV,no,0,0,No,6,1,Highly Urban/ Urban
0,,0,36,0,7,19443,No,,No,M,d_High School,Clerical,36,Commercial,10660,10,2,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
1,5377,1,45,2,7,26681,Yes,166588,No,F,c_Bachelors,Professional,10,Private,28840,10,3,Pickup,no,0,0,No,0,13,Highly Rural/ Rural
0,,0,41,2,,71600,Yes,214130,No,F,c_Bachelors,Professional,35,Private,14910,4,1,SUV,no,0,0,No,4,5,Highly Rural/ Rural
1,867,1,48,1,11,48198,Yes,0,No,F,e_No_High School,Blue Collar,40,Private,11280,7,2,Sports Car,no,2667,2,No,7,1,Highly Urban/ Urban
1,1842,0,34,1,13,79957,No,172461,Yes,M,d_High School,Blue Collar,47,Commercial,12510,12,1,Minivan,no,0,0,No,0,9,Highly Urban/ Urban
0,,0,57,0,14,144342,No,403628,Yes,M,c_Bachelors,Manager,32,Private,8540,6,3,Pickup,yes,0,0,No,0,8,Highly Urban/ Urban
0,,0,45,0,10,60245,No,191309,Yes,F,c_Bachelors,Home Maker,48,Private,26500,13,2,Minivan,no,0,0,No,0,9,Highly Rural/ Rural
1,3424,0,41,0,8,54289,No,0,No,F,c_Bachelors,Blue Collar,45,Commercial,6960,8,2,SUV,no,10823,3,No,0,14,Highly Urban/ Urban
0,,0,49,0,7,32763,No,191657,Yes,F,c_Bachelors,Blue Collar,25,Commercial,8010,17,1,SUV,no,21383,2,No,7,11,Highly Urban/ Urban
0,,0,37,0,10,97916,No,0,No,M,e_No_High School,Blue Collar,14,Private,14990,7,1,Minivan,yes,0,0,No,1,9,Highly Urban/ Urban
1,4903,0,57,0,8,54028,No,202278,Yes,F,d_High School,Professional,28,Private,12710,13,3,Minivan,no,24458,1,No,1,1,Highly Urban/ Urban
0,,0,37,0,12,58694,No,210695,Yes,F,e_No_High School,Blue Collar,20,Private,14750,1,1,Sports Car,no,0,0,No,0,9,Highly Urban/ Urban
1,2979,1,37,3,14,,Yes,0,No,M,c_Bachelors,Professional,22,Private,22860,3,2,Minivan,yes,1361,2,No,6,13,Highly Urban/ Urban
0,,0,40,0,11,119244,No,349833,No,F,c_Bachelors,Blue Collar,23,Commercial,29930,4,2,Sports Car,no,0,0,No,6,1,Highly Rural/ Rural
0,,0,62,0,15,37018,No,0,No,F,c_Bachelors,Professional,60,Private,5200,4,1,Sports Car,no,0,0,No,0,,Highly Urban/ Urban
0,,2,41,2,14,89892,No,276692,Yes,F,d_High School,Blue Collar,45,Private,18280,1,1,Minivan,no,1288,3,No,4,11,Highly Urban/ Urban
0,,0,45,2,8,102658,No,315103,Yes,F,c_Bachelors,Blue Collar,58,Commercial,16270,9,1,SUV,no,0,0,No,1,1,Highly Rural/ Rural
0,,0,46,0,11,28063,No,114907,No,M,d_High School,Clerical,40,Private,15820,1,2,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
0,,0,49,0,12,,No,211213,Yes,M,d_High School,Blue Collar,14,Commercial,11250,1,1,Pickup,yes,0,0,No,3,1,Highly Urban/ Urban
0,,0,36,1,10,89509,No,265394,Yes,M,c_Bachelors,Professional,29,Private,30180,1,1,Minivan,no,5288,3,No,6,12,Highly Urban/ Urban
1,1496,1,44,2,8,42408,Yes,,No,M,c_Bachelors,Professional,43,Private,10700,3,4,Minivan,yes,0,0,Yes,3,9,Highly Urban/ Urban
0,,0,66,0,13,61473,No,248544,Yes,M,c_Bachelors,Manager,33,Private,24100,4,1,SUV,yes,0,0,No,0,9,Highly Urban/ Urban
1,3930,0,45,2,12,28453,No,126662,Yes,M,d_High School,Clerical,30,Private,13730,11,1,Minivan,yes,1150,2,No,5,1,Highly Urban/ Urban
0,,0,38,0,9,97801,No,276815,No,F,b_Masters,Manager,17,Private,27630,3,1,Minivan,no,0,0,No,1,17,Highly Urban/ Urban
1,926,2,39,2,15,56819,No,188860,Yes,F,c_Bachelors,Blue Collar,34,Commercial,14660,6,1,SUV,no,0,0,Yes,1,10,Highly Urban/ Urban
0,,0,30,1,8,59336,Yes,145621,No,M,c_Bachelors,Professional,33,Private,10430,3,2,Pickup,yes,7959,2,No,0,11,Highly Urban/ Urban
0,,0,34,2,11,18077,No,104851,Yes,F,e_No_High School,Blue Collar,32,Private,19270,9,1,Minivan,no,0,0,No,0,7,Highly Rural/ Rural
0,,1,55,1,11,30841,Yes,148864,No,M,d_High School,Blue Collar,42,Commercial,8310,14,1,Pickup,yes,0,0,No,2,10,Highly Rural/ Rural
0,,0,49,0,12,66972,No,0,No,M,d_High School,Professional,17,Private,24760,10,1,Minivan,yes,6813,5,No,0,8,Highly Urban/ Urban
1,2956,0,32,1,12,,Yes,0,No,M,b_Masters,,37,Private,9060,10,2,Pickup,yes,0,0,No,0,15,Highly Urban/ Urban
1,5400,1,42,4,0,0,Yes,93311,No,F,d_High School,Student,51,Commercial,9090,16,1,SUV,no,6195,2,No,0,1,Highly Urban/ Urban
1,2707,0,43,1,4,82795,Yes,0,No,M,c_Bachelors,Blue Collar,40,Commercial,8460,1,1,Pickup,yes,8844,2,No,7,7,Highly Urban/ Urban
0,,0,38,1,10,91424,Yes,247423,No,F,c_Bachelors,Professional,27,Private,14440,1,1,SUV,no,0,0,Yes,1,8,Highly Urban/ Urban
0,,0,54,0,12,52722,No,0,No,M,d_High School,Professional,55,Private,2280,17,3,Minivan,yes,0,0,No,1,1,Highly Urban/ Urban
0,,0,33,0,8,102981,No,302779,Yes,M,d_High School,Professional,29,Private,16680,1,1,Van,yes,0,0,No,0,11,Highly Rural/ Rural
0,,0,44,0,11,71901,No,,Yes,M,c_Bachelors,Professional,60,Private,5900,1,1,Pickup,yes,0,0,No,2,11,Highly Urban/ Urban
1,5899,0,43,0,0,0,No,76613,No,F,e_No_High School,Home Maker,45,Private,5800,7,2,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,49,0,13,83569,No,249804,Yes,M,c_Bachelors,Manager,23,Private,6500,1,2,Pickup,no,44932,1,Yes,0,7,Highly Urban/ Urban
0,,0,40,2,11,23057,No,126080,Yes,F,d_High School,Clerical,51,Private,27660,6,1,Pickup,no,0,0,No,0,1,Highly Rural/ Rural
1,878,0,47,0,11,85729,No,254068,Yes,F,c_Bachelors,Professional,33,Private,10550,4,3,SUV,no,6730,2,No,0,16,Highly Urban/ Urban
0,,0,48,0,12,47748,No,154669,Yes,F,d_High School,Manager,45,Private,11070,1,2,SUV,no,23937,5,Yes,0,1,Highly Urban/ Urban
0,,0,31,4,18,24323,No,0,Yes,F,e_No_High School,Student,9,Private,16830,1,1,Pickup,no,3846,1,No,5,1,Highly Urban/ Urban
0,,0,41,0,13,28380,No,118927,Yes,F,d_High School,Clerical,41,Private,11810,4,1,SUV,no,0,0,No,1,10,Highly Rural/ Rural
0,,0,42,0,12,90409,No,279593,Yes,M,b_Masters,Lawyer,42,Private,16270,1,2,Van,yes,3791,3,No,3,11,Highly Urban/ Urban
1,4751,0,48,0,3,,No,0,No,F,b_Masters,Lawyer,47,Private,20860,1,2,SUV,no,6038,1,No,8,12,Highly Urban/ Urban
1,4351,0,49,0,6,11069,No,0,No,F,e_No_High School,Student,60,Private,19520,4,1,SUV,no,5954,3,No,5,3,Highly Urban/ Urban
0,,0,53,0,16,109040,No,327237,Yes,M,a_PhD,Doctor,48,Private,28850,1,1,Minivan,yes,0,0,No,1,15,Highly Urban/ Urban
1,6389,0,44,0,12,40711,No,128970,Yes,M,c_Bachelors,Clerical,33,Private,12250,6,1,Minivan,yes,0,0,No,0,8,Highly Urban/ Urban
0,,0,37,0,12,97671,No,257408,Yes,M,c_Bachelors,Professional,49,Commercial,22660,3,1,Panel Truck,yes,1371,1,No,5,7,Highly Urban/ Urban
0,,0,44,1,5,31473,Yes,189278,No,F,d_High School,Clerical,45,Private,14970,1,1,Minivan,no,7700,1,No,1,6,Highly Urban/ Urban
0,,1,42,1,15,37586,No,120221,Yes,M,e_No_High School,Clerical,7,Commercial,23390,1,1,Panel Truck,yes,4101,4,No,3,1,Highly Urban/ Urban
0,,0,52,0,10,112953,No,0,No,M,b_Masters,,33,Commercial,23640,11,2,Panel Truck,yes,0,0,No,0,12,Highly Urban/ Urban
0,,0,52,0,9,112481,No,0,No,M,a_PhD,Lawyer,15,Private,17950,1,1,Van,yes,0,0,No,0,10,Highly Urban/ Urban
0,,0,48,0,10,55934,No,,No,F,c_Bachelors,Professional,38,Private,23900,6,3,Pickup,no,8804,3,No,3,7,Highly Urban/ Urban
0,,0,57,0,14,188059,No,,No,M,a_PhD,Doctor,28,Private,26010,1,1,Minivan,yes,25989,1,Yes,4,12,Highly Urban/ Urban
0,,0,42,0,11,22486,No,,No,M,b_Masters,Home Maker,13,Private,12810,1,1,Minivan,yes,0,0,No,0,22,Highly Urban/ Urban
0,,0,48,0,15,38939,No,155006,No,M,c_Bachelors,Professional,28,Commercial,31970,4,1,Panel Truck,no,0,0,No,1,11,Highly Rural/ Rural
0,,0,63,0,9,61023,No,224449,Yes,M,b_Masters,Lawyer,48,Private,26620,8,2,Minivan,no,0,0,No,5,13,Highly Urban/ Urban
1,5493,0,40,0,9,25505,No,0,No,F,d_High School,Blue Collar,40,Commercial,17330,1,2,SUV,no,0,0,No,1,10,Highly Urban/ Urban
0,,0,29,1,0,0,Yes,0,No,M,d_High School,Student,32,Private,4400,6,2,Minivan,yes,3359,3,No,8,7,Highly Urban/ Urban
1,4994,0,34,1,6,29707,No,133725,Yes,M,b_Masters,Manager,24,Commercial,8020,1,1,Pickup,yes,6109,3,No,4,18,Highly Urban/ Urban
0,,0,29,1,,92948,No,302971,Yes,F,c_Bachelors,Professional,53,Private,17120,1,1,Sports Car,no,0,0,No,2,9,Highly Urban/ Urban
0,,0,37,0,8,72447,No,230332,Yes,M,b_Masters,,32,Commercial,23670,6,2,Panel Truck,yes,11213,4,No,0,17,Highly Urban/ Urban
1,5759,0,38,0,13,23711,No,0,No,M,d_High School,Clerical,24,Private,7670,10,1,Pickup,yes,3158,3,No,5,9,Highly Urban/ Urban
1,4688,0,51,0,12,30969,No,181779,Yes,M,d_High School,Clerical,40,Commercial,23650,10,2,Panel Truck,yes,4674,4,No,3,8,Highly Urban/ Urban
0,,0,41,0,5,58139,No,195097,Yes,F,d_High School,Blue Collar,27,Commercial,29680,1,1,SUV,no,0,0,No,3,8,Highly Rural/ Rural
0,,0,57,0,6,78592,No,248326,Yes,F,d_High School,Blue Collar,42,Commercial,15760,7,3,Sports Car,no,9462,3,No,0,8,Highly Urban/ Urban
0,,0,21,2,6,5411,No,0,Yes,M,e_No_High School,Student,23,Commercial,28600,4,2,Panel Truck,no,1337,1,No,6,1,Highly Rural/ Rural
1,3001,0,47,0,15,91221,No,263877,Yes,F,c_Bachelors,Blue Collar,31,Commercial,15320,3,2,SUV,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,48,0,13,122643,No,315375,Yes,F,b_Masters,Manager,20,Private,18310,1,3,Sports Car,no,47343,2,No,4,16,Highly Urban/ Urban
0,,0,48,0,0,0,No,79976,No,M,c_Bachelors,Student,44,Commercial,7220,6,1,Pickup,yes,0,0,No,0,7,Highly Rural/ Rural
0,,0,50,0,11,60895,No,244784,No,F,a_PhD,Professional,17,Private,7590,7,1,Sports Car,no,2005,1,No,6,14,Highly Urban/ Urban
0,,0,51,0,12,4431,No,0,Yes,F,d_High School,Student,48,Private,27390,1,1,Minivan,no,0,0,No,0,14,Highly Rural/ Rural
0,,0,36,0,11,26820,No,172039,Yes,M,d_High School,Clerical,70,Private,14730,3,1,Minivan,yes,0,0,No,2,1,Highly Rural/ Rural
0,,1,44,1,16,173412,No,431274,Yes,M,a_PhD,Professional,16,Commercial,41710,6,1,Panel Truck,no,0,0,No,0,14,Highly Urban/ Urban
1,3331,2,62,4,19,174140,No,487307,Yes,F,a_PhD,Manager,20,Private,26310,15,2,SUV,no,0,0,No,1,17,Highly Urban/ Urban
0,,0,46,0,13,18311,No,145159,Yes,M,b_Masters,Lawyer,33,Private,27300,13,1,Minivan,no,2607,4,No,8,23,Highly Urban/ Urban
1,12072,0,57,0,8,43288,No,207205,Yes,F,c_Bachelors,Professional,71,Private,11530,1,1,Sports Car,no,2333,4,No,7,9,Highly Urban/ Urban
1,3570,0,46,0,10,35678,No,,No,F,c_Bachelors,Student,73,Commercial,12610,14,2,SUV,no,0,0,No,0,8,Highly Urban/ Urban
1,3361,0,47,0,10,52412,No,0,No,M,e_No_High School,Blue Collar,5,Commercial,20110,1,3,Van,no,1455,3,Yes,0,1,Highly Urban/ Urban
0,,0,48,1,10,84629,No,308848,Yes,F,c_Bachelors,Manager,35,Private,15060,7,2,SUV,no,9592,1,No,0,10,Highly Urban/ Urban
0,,0,33,1,15,17686,No,92707,Yes,F,d_High School,Clerical,19,Private,6570,1,1,SUV,no,10388,1,No,3,5,Highly Urban/ Urban
0,,0,58,0,12,69282,No,295989,Yes,M,c_Bachelors,Professional,47,Private,25230,6,2,Minivan,no,0,0,No,1,13,Highly Urban/ Urban
0,,1,56,2,14,198720,No,522898,Yes,F,a_PhD,Manager,23,Private,30690,1,1,SUV,no,4638,1,No,0,10,Highly Urban/ Urban
1,4055,0,47,0,10,82503,No,0,No,F,c_Bachelors,Professional,38,Private,21800,13,2,Sports Car,no,6633,4,No,0,15,Highly Urban/ Urban
0,,0,51,0,12,257228,No,588089,Yes,M,a_PhD,Doctor,40,Private,35650,4,2,Minivan,yes,0,0,No,0,16,Highly Urban/ Urban
0,,0,48,0,11,252222,No,0,No,F,a_PhD,,44,Commercial,38550,1,1,Panel Truck,no,6194,3,No,0,11,Highly Urban/ Urban
0,,2,37,3,11,159092,No,382687,Yes,M,c_Bachelors,Blue Collar,29,Private,15050,6,2,Minivan,yes,1927,3,No,0,8,Highly Rural/ Rural
0,,2,41,2,13,34056,No,122908,Yes,F,d_High School,Blue Collar,29,Commercial,1500,6,3,SUV,no,4576,3,No,3,1,Highly Urban/ Urban
