,TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,NPOLICY,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,y_EDU_4,y_EDU_3,y_EDU_2,y_EDU_1,z_PARENT1_Yes,z_MSTATUS_Yes,z_SEX_M,z_CAR_USE_Private,z_CAR_TYPE_Panel Truck,z_CAR_TYPE_Pickup,z_CAR_TYPE_SUV,z_CAR_TYPE_Sports Car,z_CAR_TYPE_Van,z_RED_CAR_yes,z_REVOKED_Yes,z_URBANICITY_Highly Urban/ Urban,z_IMP_JOB_Clerical,z_IMP_JOB_Doctor,z_IMP_JOB_Home Maker,z_IMP_JOB_Lawyer,z_IMP_JOB_MISSING,z_IMP_JOB_Manager,z_IMP_JOB_Professional,z_IMP_JOB_Student,M_AGE,IMP_AGE,M_YOJ,IMP_YOJ,M_INCOME,IMP_INCOME,M_HOME_VAL,IMP_HOME_VAL,M_CAR_AGE,IMP_CAR_AGE
8947,1,295.0,0,56.0,0,9.0,178445.0,49,11880,1,1,0,0,4,12.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,56.0,0,9.0,0,47847.0,0,178445.0,0,12.0
8948,1,3467.0,0,43.0,0,13.0,477862.0,30,26480,1,2,0,0,0,17.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,43.0,0,13.0,0,180733.0,0,477862.0,0,17.0
8949,0,,0,39.0,0,6.0,210190.0,39,10650,1,2,20631,2,7,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.0,0,6.0,0,33893.0,0,210190.0,0,1.0
8950,1,3581.0,0,45.0,1,10.0,0.0,61,22690,10,2,4940,2,3,8.0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,45.0,0,10.0,0,59197.0,0,0.0,0,8.0
8951,1,4174.0,0,35.0,2,7.0,190621.0,46,14980,6,1,35500,1,0,4.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,35.0,0,7.0,0,50872.0,0,190621.0,0,4.0
8952,0,,0,42.0,0,12.0,146952.0,36,12580,1,1,0,0,0,7.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42.0,0,12.0,0,38944.0,0,146952.0,0,7.0
8953,1,44916.0,0,16.0,0,10.0,158926.0,41,19430,1,2,0,0,2,7.0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,16.0,0,10.0,0,50100.0,0,158926.0,0,7.0
8954,0,,0,49.0,0,15.0,332673.0,12,18390,7,3,0,0,1,,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,49.0,0,15.0,0,107375.0,0,332673.0,1,8.0
8955,0,,0,51.0,0,14.0,392573.0,56,14740,1,1,5519,1,4,15.0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,51.0,0,14.0,0,121900.0,0,392573.0,0,15.0
8956,0,,0,45.0,2,16.0,0.0,41,6000,13,1,0,0,0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,45.0,0,16.0,0,49089.0,0,0.0,0,1.0
8957,0,,0,34.0,3,12.0,136439.0,32,1500,1,1,0,0,1,6.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,34.0,0,12.0,0,27908.0,0,136439.0,0,6.0
8958,0,,0,39.0,0,14.0,244764.0,29,14710,1,4,0,0,0,1.0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,39.0,0,14.0,0,93077.0,0,244764.0,0,1.0
8959,1,4127.0,0,35.0,2,14.0,159239.0,45,9170,11,3,1881,1,8,7.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0,0,14.0,0,29250.0,0,159239.0,0,7.0
8960,1,3000.0,1,40.0,2,15.0,0.0,27,11590,1,1,0,0,5,6.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,0,15.0,0,30324.0,0,0.0,0,6.0
8961,0,,0,35.0,0,12.0,0.0,29,10220,1,1,0,0,0,1.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35.0,0,12.0,0,52216.0,0,0.0,0,1.0
8962,0,,0,39.0,0,9.0,170076.0,9,5570,1,3,24183,2,3,8.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39.0,0,9.0,0,40716.0,0,170076.0,0,8.0
8963,1,4007.0,0,32.0,1,11.0,0.0,30,14790,11,1,6373,1,5,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32.0,0,11.0,0,21400.0,0,0.0,0,1.0
8964,0,,0,40.0,0,14.0,262391.0,20,15150,4,1,0,0,0,12.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40.0,0,14.0,0,96462.0,0,262391.0,0,12.0
8965,1,3116.0,1,36.0,2,11.0,164455.0,17,10220,1,2,6121,2,0,6.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.0,0,11.0,0,43680.0,0,164455.0,0,6.0
8966,0,,0,38.0,0,14.0,171351.0,43,6120,11,1,37481,2,4,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,38.0,0,14.0,0,37999.0,0,171351.0,0,1.0
8967,0,,0,42.0,1,12.0,0.0,25,16360,4,2,6720,1,1,,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42.0,0,12.0,0,48915.0,0,0.0,1,8.0
8968,0,,1,39.0,2,12.0,219629.0,32,24780,4,1,0,0,0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0,12.0,0,61612.0,0,219629.0,0,1.0
8969,0,,0,40.0,0,12.0,0.0,41,14610,4,1,0,0,0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40.0,0,12.0,0,9984.0,0,0.0,0,1.0
8970,1,2959.0,0,36.0,0,12.0,0.0,44,18320,1,1,8143,2,1,10.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36.0,0,12.0,1,71230.0,0,0.0,0,10.0
8971,1,4276.0,2,59.0,2,15.0,404248.0,41,26910,1,2,0,0,3,16.0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,59.0,0,15.0,0,134778.0,0,404248.0,0,16.0
8972,0,,0,47.0,0,12.0,215332.0,17,27820,6,1,0,0,1,12.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47.0,0,12.0,0,38760.0,0,215332.0,0,12.0
8973,0,,1,44.0,2,17.0,219378.0,16,22090,17,3,0,0,0,12.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,44.0,0,17.0,0,45488.0,0,219378.0,0,12.0
8974,0,,0,43.0,0,14.0,269356.0,19,12500,1,3,0,0,1,15.0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,43.0,0,14.0,0,104258.0,0,269356.0,0,15.0
8975,0,,0,51.0,0,10.0,161166.0,19,10410,5,2,0,0,1,9.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.0,0,10.0,0,36334.0,0,161166.0,0,9.0
8976,0,,0,53.0,0,,194669.0,27,10850,11,1,0,0,0,10.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,53.0,1,11.0,0,40473.0,0,194669.0,0,10.0
8977,0,,0,46.0,0,13.0,143184.0,44,11320,1,1,7387,2,4,18.0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,46.0,0,13.0,0,23863.0,0,143184.0,0,18.0
8978,0,,0,50.0,0,,139245.0,15,17600,3,1,5217,1,0,21.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,50.0,1,11.0,0,33854.0,0,139245.0,0,21.0
8979,1,6561.0,2,62.0,3,18.0,150059.0,5,18780,4,2,23486,2,0,1.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,62.0,0,18.0,0,30322.0,0,150059.0,0,1.0
8980,0,,0,47.0,0,14.0,180400.0,26,9700,4,1,0,0,0,8.0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.0,0,14.0,0,35021.0,0,180400.0,0,8.0
8981,1,5811.0,1,45.0,1,10.0,0.0,48,20010,4,2,0,0,3,8.0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.0,0,10.0,0,36365.0,0,0.0,0,8.0
8982,1,1467.0,0,48.0,0,14.0,0.0,60,21340,1,1,0,0,1,13.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,48.0,0,14.0,0,82885.0,0,0.0,0,13.0
8983,1,3776.0,0,58.0,0,9.0,171659.0,52,20410,1,1,0,0,3,8.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,58.0,0,9.0,0,27917.0,0,171659.0,0,8.0
8984,0,,0,46.0,0,10.0,370578.0,34,12130,1,2,0,0,3,17.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,46.0,0,10.0,0,144448.0,0,370578.0,0,17.0
8985,0,,0,52.0,0,14.0,0.0,8,14440,1,1,44214,2,3,8.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,52.0,0,14.0,1,78589.0,0,0.0,0,8.0
8986,0,,0,42.0,2,15.0,0.0,55,20880,1,1,0,0,4,,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,42.0,0,15.0,0,151826.0,0,0.0,1,8.0
8987,0,,0,41.0,3,14.0,205386.0,39,18800,4,1,1420,2,3,10.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.0,0,14.0,0,27045.0,0,205386.0,0,10.0
8988,1,5812.0,1,45.0,2,10.0,0.0,50,12320,11,1,4746,2,0,1.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.0,0,10.0,0,108151.0,0,0.0,0,1.0
8989,1,1647.0,0,43.0,0,14.0,168626.0,5,6910,6,1,7076,4,0,1.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43.0,0,14.0,0,54067.0,0,168626.0,0,1.0
8990,0,,0,60.0,0,14.0,,9,24050,1,2,0,0,3,13.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,60.0,0,14.0,0,87355.0,1,160661.0,0,13.0
8991,1,595.0,0,43.0,0,11.0,160597.0,21,9880,4,1,0,0,2,9.0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43.0,0,11.0,0,40754.0,0,160597.0,0,9.0
8992,0,,0,51.0,0,11.0,0.0,39,22290,1,4,0,0,1,14.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51.0,0,11.0,0,152462.0,0,0.0,0,14.0
8993,0,,1,44.0,3,15.0,220628.0,33,22280,1,1,0,0,0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,15.0,0,55996.0,0,220628.0,0,1.0
8994,0,,0,51.0,0,12.0,,55,15340,6,1,4868,2,6,5.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,51.0,0,12.0,0,30758.0,1,160661.0,0,5.0
8995,0,,0,51.0,0,13.0,233408.0,8,11930,10,1,0,0,1,8.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51.0,0,13.0,0,53323.0,0,233408.0,0,8.0
8996,1,4286.0,0,36.0,0,7.0,,18,1500,4,2,0,0,1,7.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,36.0,0,7.0,0,6018.0,1,160661.0,0,7.0
8997,0,,0,40.0,0,0.0,0.0,27,8380,7,2,1343,1,1,1.0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,40.0,0,0.0,0,0.0,0,0.0,0,1.0
8998,0,,0,31.0,1,13.0,0.0,8,2470,10,2,0,0,0,1.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,31.0,0,13.0,0,9684.0,0,0.0,0,1.0
8999,0,,0,46.0,0,7.0,316455.0,47,12430,10,1,0,0,0,1.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,46.0,0,7.0,0,100251.0,0,316455.0,0,1.0
9000,0,,0,51.0,0,14.0,406985.0,16,17130,10,1,0,0,2,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51.0,0,14.0,0,164371.0,0,406985.0,0,1.0
9001,1,680.0,0,57.0,0,12.0,0.0,19,11650,4,3,10231,1,0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,57.0,0,12.0,1,30799.0,0,0.0,0,1.0
9002,1,1058.0,0,53.0,0,,0.0,64,19450,4,1,0,0,0,13.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,53.0,1,11.0,0,126548.0,0,0.0,0,13.0
9003,0,,0,38.0,0,9.0,0.0,43,15240,13,1,0,0,2,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38.0,0,9.0,0,23864.0,0,0.0,0,1.0
9004,0,,0,26.0,0,0.0,51796.0,22,1500,4,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26.0,0,0.0,0,0.0,0,51796.0,0,1.0
9005,0,,0,29.0,4,12.0,319400.0,39,8190,6,2,26785,2,0,13.0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,29.0,0,12.0,0,126263.0,0,319400.0,0,13.0
9006,0,,0,32.0,3,,0.0,39,1500,7,1,2800,1,8,6.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,32.0,1,11.0,0,0.0,0,0.0,0,6.0
9007,0,,0,48.0,0,0.0,94797.0,50,7310,10,2,0,0,2,20.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0,0,0.0,0,0.0,0,94797.0,0,20.0
9008,0,,0,46.0,0,13.0,316291.0,47,21860,13,1,23433,2,3,13.0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46.0,0,13.0,0,109609.0,0,316291.0,0,13.0
9009,0,,1,45.0,2,0.0,82151.0,29,4750,6,1,0,0,0,10.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,45.0,0,0.0,0,0.0,0,82151.0,0,10.0
9010,0,,0,27.0,3,11.0,0.0,5,20120,1,1,0,0,0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,27.0,0,11.0,0,30125.0,0,0.0,0,1.0
9011,1,7893.0,0,36.0,2,12.0,,36,6580,1,2,21939,2,1,8.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,36.0,0,12.0,0,24612.0,1,160661.0,0,8.0
9012,0,,2,45.0,2,14.0,219527.0,36,14330,17,1,0,0,5,6.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.0,0,14.0,0,71033.0,0,219527.0,0,6.0
9013,1,5007.0,0,30.0,1,12.0,150500.0,49,8850,8,2,31658,2,5,10.0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,30.0,0,12.0,0,43453.0,0,150500.0,0,10.0
9014,1,2206.0,0,33.0,1,10.0,217763.0,54,21100,4,1,5495,3,7,8.0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,33.0,0,10.0,0,83664.0,0,217763.0,0,8.0
9015,1,4307.0,0,32.0,1,11.0,106892.0,12,13030,1,4,0,0,0,6.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,32.0,0,11.0,0,36179.0,0,106892.0,0,6.0
9016,0,,0,61.0,0,,286107.0,5,21160,10,1,0,0,0,15.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,61.0,1,11.0,0,79528.0,0,286107.0,0,15.0
9017,1,5492.0,0,37.0,3,15.0,0.0,46,12400,1,2,1109,3,8,1.0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,37.0,0,15.0,0,72019.0,0,0.0,0,1.0
9018,0,,2,41.0,3,10.0,310709.0,43,5600,7,2,1421,2,4,1.0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,41.0,0,10.0,0,90991.0,0,310709.0,0,1.0
9019,0,,0,42.0,4,14.0,103267.0,31,18780,11,2,0,0,0,1.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.0,0,14.0,0,22225.0,0,103267.0,0,1.0
9020,0,,0,61.0,0,,249869.0,10,19040,1,1,0,0,1,16.0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,61.0,1,11.0,0,66433.0,0,249869.0,0,16.0
9021,0,,0,32.0,3,0.0,107325.0,51,10350,4,1,0,0,0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.0,0,0.0,0,0.0,0,107325.0,0,1.0
9022,0,,0,38.0,0,10.0,111405.0,28,8480,3,2,0,0,0,5.0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,38.0,0,10.0,0,31831.0,0,111405.0,0,5.0
9023,0,,1,39.0,2,0.0,87282.0,27,8490,1,2,0,0,0,6.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,39.0,0,0.0,0,0.0,0,87282.0,0,6.0
9024,1,4026.0,0,28.0,2,10.0,98357.0,50,6640,4,2,17308,3,6,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,28.0,0,10.0,0,23427.0,0,98357.0,0,1.0
9025,0,,0,52.0,0,8.0,363470.0,34,22360,1,2,0,0,1,11.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,52.0,0,8.0,0,130393.0,0,363470.0,0,11.0
9026,0,,0,33.0,2,8.0,0.0,28,13380,1,3,0,0,0,13.0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33.0,0,8.0,0,92261.0,0,0.0,0,13.0
9027,1,5378.0,1,42.0,1,12.0,0.0,37,12870,10,1,5982,2,2,10.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,42.0,0,12.0,0,71686.0,0,0.0,0,10.0
9028,1,7619.0,0,48.0,0,11.0,189120.0,5,8020,4,2,846,1,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48.0,0,11.0,0,65240.0,0,189120.0,0,1.0
9029,0,,0,43.0,3,8.0,199182.0,55,15020,3,2,8884,1,5,,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0,0,8.0,0,69129.0,0,199182.0,1,8.0
9030,0,,0,26.0,2,11.0,0.0,37,27870,1,1,0,0,0,10.0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.0,0,11.0,0,180627.0,0,0.0,0,10.0
9031,1,3041.0,0,53.0,2,,321164.0,18,40880,1,2,0,0,1,23.0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,53.0,1,11.0,0,119273.0,0,321164.0,0,23.0
9032,1,52490.0,1,58.0,2,16.0,261777.0,29,18100,1,1,4646,2,3,10.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,58.0,0,16.0,0,108047.0,0,261777.0,0,10.0
9033,0,,0,58.0,0,14.0,555878.0,32,33730,1,1,0,0,0,1.0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,58.0,0,14.0,0,215428.0,0,555878.0,0,1.0
9034,1,17367.0,0,20.0,0,10.0,0.0,64,17010,9,2,30646,1,10,10.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,20.0,0,10.0,0,38681.0,0,0.0,0,10.0
9035,0,,0,57.0,0,8.0,297358.0,18,17380,3,1,0,0,0,,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,57.0,0,8.0,0,106584.0,0,297358.0,1,8.0
9036,0,,1,45.0,3,,189498.0,27,13910,4,2,7141,2,0,9.0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45.0,1,11.0,0,66631.0,0,189498.0,0,9.0
9037,1,1691.0,0,47.0,0,10.0,0.0,40,6300,7,2,34506,3,5,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,47.0,0,10.0,0,38027.0,0,0.0,0,1.0
9038,0,,0,38.0,0,10.0,192479.0,5,26300,6,1,0,0,0,6.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38.0,0,10.0,0,22746.0,0,192479.0,0,6.0
9039,1,1877.0,0,53.0,0,9.0,330408.0,29,23760,1,1,824,2,4,8.0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,53.0,0,9.0,0,114547.0,0,330408.0,0,8.0
9040,0,,0,52.0,0,14.0,247486.0,5,22490,9,1,0,0,0,7.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52.0,0,14.0,0,74422.0,0,247486.0,0,7.0
9041,0,,0,42.0,0,6.0,0.0,36,25200,4,3,0,0,3,15.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,42.0,0,6.0,0,71797.0,0,0.0,0,15.0
9042,0,,0,42.0,0,,0.0,44,21540,4,1,0,0,0,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.0,1,11.0,0,16423.0,0,0.0,0,9.0
9043,0,,0,48.0,0,0.0,,50,7970,1,2,0,0,2,20.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0,0,0.0,0,0.0,1,160661.0,0,20.0
9044,1,6879.0,1,43.0,2,12.0,285833.0,31,19050,7,3,1670,2,2,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,12.0,0,83803.0,0,285833.0,1,8.0
9045,1,2960.0,0,45.0,2,16.0,179607.0,27,15940,4,1,17963,1,0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.0,0,16.0,0,39327.0,0,179607.0,0,1.0
9046,0,,0,34.0,1,10.0,0.0,35,12180,7,2,0,0,0,7.0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,34.0,0,10.0,0,23571.0,0,0.0,0,7.0
9047,0,,0,46.0,0,13.0,,39,33640,4,2,37876,2,0,14.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,46.0,0,13.0,0,63553.0,1,160661.0,0,14.0
9048,0,,0,37.0,0,11.0,,69,14130,1,1,0,0,1,,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37.0,0,11.0,1,360.0,1,160661.0,1,8.0
9049,0,,0,48.0,0,8.0,391680.0,22,11940,10,2,0,0,0,4.0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,48.0,0,8.0,0,137411.0,0,391680.0,0,4.0
9050,0,,2,37.0,3,0.0,0.0,38,1500,6,1,17372,3,4,6.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37.0,0,0.0,0,0.0,0,0.0,0,6.0
9051,0,,0,44.0,0,12.0,285242.0,53,15660,4,1,31213,2,0,7.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,44.0,0,12.0,0,97624.0,0,285242.0,0,7.0
9052,0,,0,40.0,2,14.0,352820.0,16,5600,4,2,5735,1,8,6.0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,40.0,0,14.0,0,140171.0,0,352820.0,0,6.0
9053,0,,1,40.0,2,7.0,180265.0,32,10530,6,1,0,0,5,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,7.0,0,50272.0,0,180265.0,0,1.0
9054,0,,0,48.0,0,13.0,0.0,31,7710,1,1,0,0,4,8.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,48.0,0,13.0,0,59232.0,0,0.0,0,8.0
9055,1,3291.0,0,51.0,0,7.0,0.0,36,9780,6,2,1867,2,0,8.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,51.0,0,7.0,0,26114.0,0,0.0,0,8.0
9056,0,,0,37.0,3,17.0,206587.0,22,27390,1,1,2215,3,3,13.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,37.0,0,17.0,0,91045.0,0,206587.0,0,13.0
